project_name,full_address,median_price_per_sqm,mean_price_per_sqm,housing_type,latitude,longitude
PALISADES,294 PASIR PANJANG ROAD PALISADES SINGAPORE 118635,11294.498381877023,11758.165704253654,private,103.78012942948081,1.2871187538210667
TWIN VEW,93 WEST COAST VALE TWIN VEW SINGAPORE 126756,16780.141843971633,17281.013290118775,private,103.75269936373174,1.3196876800479176
YONG SIAK COURT,11B YONG SIAK STREET YONG SIAK COURT SINGAPORE 168646,17948.71794871795,17948.71794871795,private,103.83018632738447,1.2826358858474367
STARPOINT,319 PASIR PANJANG ROAD STARPOINT SINGAPORE 118653,11730.205278592375,11730.205278592375,private,103.7773443465636,1.2884574282338346
TWIN REGENCY,28 KIM TIAN ROAD TWIN REGENCY SINGAPORE 169278,20349.352140396917,20458.720830874965,private,103.82845896349617,1.284776733735535
PALM GREEN,481 PASIR PANJANG ROAD PALM GREEN SINGAPORE 117621,12209.893666204345,11981.506724454026,private,103.76933030727838,1.2912341999787618
THE HILLSHORE,290 PASIR PANJANG ROAD THE HILLSHORE SINGAPORE 119476,27959.183673469386,27899.36425479283,private,103.78042408806579,1.2868802882032024
THE FORESTA @ MOUNT FABER,108 WISHART ROAD THE FORESTA @ MOUNT FABER SINGAPORE 098752,20149.253731343284,20098.450561990616,private,103.81407488145705,1.270630351056541
THE LANDMARK,173 CHIN SWEE ROAD THE LANDMARK SINGAPORE 169878,26665.5,26552.982209439575,private,103.83957867557254,1.2861077603445534
VARSITY PARK CONDOMINIUM,32 WEST COAST ROAD VARSITY PARK CONDOMINIUM SINGAPORE 127451,13470.0,13553.087310833836,private,103.76892031268659,1.294455883210807
CRYSTAL HEIGHTS,75 PASIR PANJANG HILL CRYSTAL HEIGHTS SINGAPORE 118885,13290.568654646324,13480.856035729623,private,103.78570959544746,1.281560041482192
WATERFRONT @ FABER,52 FABER WALK WATERFRONT @ FABER SINGAPORE 128995,15541.937984496124,15226.630862422073,private,103.7551807871873,1.3235989271705626
SKY EVERTON,50 EVERTON ROAD SKY EVERTON SINGAPORE 089396,29564.70588235294,29151.035661556725,private,103.83815170908485,1.2758897678399563
CORALS AT KEPPEL BAY,19 KEPPEL BAY DRIVE CORALS AT KEPPEL BAY SINGAPORE 098021,23111.11111111111,24282.42943286322,private,103.81706844553605,1.266382684175158
LANDRIDGE CONDOMINIUM,202 PASIR PANJANG ROAD LANDRIDGE CONDOMINIUM SINGAPORE 118572,14183.006535947712,15102.010422087147,private,103.78715433494641,1.2792505641597587
SEVEN PALMS SENTOSA COVE,151 COVE DRIVE SEVEN PALMS SENTOSA COVE SINGAPORE 098221,32614.833342880236,32946.705711976625,private,103.83138319378239,1.2399269340520753
THE CLIFT,21 MCCALLUM STREET THE CLIFT SINGAPORE 069047,21201.79591836735,21028.097195543996,private,103.84732957913549,1.279400142865173
BOTANNIA,33A WEST COAST PARK BOTANNIA SINGAPORE 127727,14216.226087750536,15194.270665089838,private,103.75462194912517,1.3187335610612183
THE VILLAS @ SENTOSA COVE,100 OCEAN DRIVE THE VILLAS @ SENTOSA COVE SINGAPORE 098576,25409.198654586682,25409.198654586682,private,103.84519300399573,1.2522317069785125
SEASCAPE,59 COVE WAY SEASCAPE SINGAPORE 098309,22430.79281808778,21936.172728587422,private,103.83825281178119,1.2399485469456721
SKYSUITES@ANSON,8 ENGGOR STREET SKYSUITES@ANSON SINGAPORE 079718,24382.35294117647,23972.488812926862,private,103.84474158735381,1.2746439780436838
ALESSANDREA,31 ALEXANDRA ROAD ALESSANDREA SINGAPORE 159967,17425.679949399113,17413.92464939257,private,103.82258734137963,1.2905056626808513
BANYAN CONDOMINIUM,3 CHWEE CHIAN ROAD BANYAN CONDOMINIUM SINGAPORE 119745,13265.30612244898,13177.060367277374,private,103.78766495788341,1.2781568478427465
LANDED HOUSING DEVELOPMENT in SOUTH BUONA VISTA ROAD,11A SOUTH BUONA VISTA ROAD SINGAPORE 118143,7307.692307692308,7307.692307692308,private,103.78620333405316,1.2801815940448875
NORMANTON PARK,17 NORMANTON PARK NORMANTON PARK SINGAPORE 119013,19482.854838709678,19531.047959809068,private,103.79318249089314,1.2864642898499918
HORIZON RESIDENCES,45 PASIR PANJANG HILL HORIZON RESIDENCES SINGAPORE 118864,18313.975996902824,18079.053265139886,private,103.78396972782953,1.2819371751255197
LANDED HOUSING DEVELOPMENT in JALAN PASIR RIA,20 JALAN PASIR RIA SINGAPORE 119457,16483.516483516483,16483.516483516483,private,103.79307748903972,1.276984649565453
MERAPRIME,301 JALAN BUKIT HO SWEE MERAPRIME SINGAPORE 169568,19231.69634826408,18780.609228111753,private,103.827787531999,1.2870585976552187
CENTRAL GREEN CONDOMINIUM,9 JALAN MEMBINA CENTRAL GREEN CONDOMINIUM SINGAPORE 169483,15909.09090909091,16175.205448465036,private,103.82789364006136,1.2844885180023342
WEST POINT PEARL GARDEN,338J WEST COAST ROAD WEST POINT PEARL GARDEN SINGAPORE 127401,15206.611570247935,15206.611570247935,private,103.75816317642314,1.3124266335334087
REGENT PARK,26 JALAN LEMPENG REGENT PARK SINGAPORE 128805,12307.692307692309,12614.135728756659,private,103.7609501424947,1.3175679235793967
ONE-NORTH RESIDENCES,9 ONE-NORTH GATEWAY ONE-NORTH RESIDENCES SINGAPORE 138643,16250.147701760605,16135.036870214317,private,103.79000092863318,1.3017333449782467
THE REEF AT KING'S DOCK,22 HARBOURFRONT AVENUE THE REEF AT KING'S DOCK SINGAPORE 098001,24862.195915492957,25241.63874890178,private,103.8170466137331,1.26461000244217
QUEENS,14 STIRLING ROAD QUEENS SINGAPORE 148956,15283.422459893049,15546.45292353965,private,103.80666324335687,1.29267425403127
THE INTERLACE,190 DEPOT ROAD THE INTERLACE SINGAPORE 109689,14983.746437802372,14842.653755442745,private,103.803023755865,1.282201354238727
LANDED HOUSING DEVELOPMENT in PASIR PANJANG HILL,42 PASIR PANJANG HILL LE HILL CONDOMINIUM SINGAPORE 118894,12015.62030639832,11936.371097446889,private,103.78501493698582,1.2819242886387174
ONE-NORTH EDEN,10 SLIM BARRACKS RISE ONE-NORTH EDEN SINGAPORE 138493,21515.625,21571.149145964962,private,103.7890680960957,1.3034460248358049
WESTSIDE 33,33 WEST COAST ROAD WESTSIDE 33 SINGAPORE 127325,11458.333333333334,11458.333333333334,private,103.7664105674885,1.2944038964424327
THE ANCHORAGE,370H ALEXANDRA ROAD THE ANCHORAGE SINGAPORE 159961,17803.030303030304,17599.921873993084,private,103.80485518691725,1.2896664711165793
SKYLINE RESIDENCES,608 TELOK BLANGAH ROAD SKYLINE RESIDENCES SINGAPORE 109030,22888.88888888889,22633.91699323898,private,103.80763480136376,1.2716757861798562
LYNNSVILLE 331,331R PASIR PANJANG ROAD LYNNSVILLE 331 SINGAPORE 117448,7788.16199376947,7992.266707266365,private,103.7770475141874,1.2883518345233984
SEASUITES,252 PASIR PANJANG ROAD SEASUITES SINGAPORE 118617,17759.788229500125,17856.719184117705,private,103.78314273203374,1.2824208326597295
PARC REGENCY,315 PASIR PANJANG ROAD PARC REGENCY SINGAPORE 118652,10866.141732283464,10866.141732283464,private,103.7779920652664,1.288223539098141
WHISTLER GRAND,109 WEST COAST VALE WHISTLER GRAND SINGAPORE 126752,17147.509739286783,17350.4990310153,private,103.75433093652748,1.319611649331411
HARBOUR SUITES,522 KAMPONG BAHRU ROAD HARBOUR SUITES SINGAPORE 099454,17678.571428571428,17598.63121072605,private,103.82747899080161,1.2722428929038605
ONE PEARL BANK,1 PEARL BANK ONE PEARL BANK SINGAPORE 169016,27523.549439636827,27392.90790834405,private,103.839814598314,1.2829614866292858
VIVA VISTA,3 SOUTH BUONA VISTA ROAD VIVA VISTA SINGAPORE 118136,17231.231231231228,17461.542627908588,private,103.78590960326167,1.2798032231419976
WESTRIDGE,33 WESTRIDGE WALK WESTRIDGE SINGAPORE 117837,18663.27287343546,18663.27287343546,private,103.79044657731153,1.2778300055287641
LANDED HOUSING DEVELOPMENT in CHWEE CHIAN ROAD,1 CHWEE CHIAN VIEW CHWEE CHIAN VIEW SINGAPORE 119687,16422.838020328887,16422.838020328887,private,103.78891048142306,1.2801229704215602
MARGARET VILLE,20 MARGARET DRIVE MARGARET VILLE SINGAPORE 149312,21388.868852459018,21394.48934336189,private,103.80280693021439,1.2995172081125763
WESTCOVE CONDOMINIUM,16 WEST COAST CRESCENT WESTCOVE CONDOMINIUM SINGAPORE 128044,10849.056603773584,10591.31152076883,private,103.76623463563209,1.298235908820501
REFLECTIONS AT KEPPEL BAY,31 KEPPEL BAY VIEW REFLECTIONS AT KEPPEL BAY SINGAPORE 098418,17884.615384615383,18267.2732048374,private,103.81100230063198,1.2671449928930936
THE ORIENT,251 PASIR PANJANG ROAD THE ORIENT SINGAPORE 118610,20270.200720535257,20270.200720535257,private,103.78354660384655,1.28094771758907
WHITEHAVEN,334 PASIR PANJANG ROAD WHITEHAVEN SINGAPORE 118659,18400.0,17238.617111888114,private,103.77749321558277,1.2898559268680936
BOAT QUAY CONSERVATION AREA,46 BOAT QUAY BOAT QUAY CONSERVATION AREA SINGAPORE 049835,61300.0,61300.0,private,103.84937555624232,1.2867673763266954
LIANG COURT,LIANG COURT JETTY,4959.860253256809,4959.860253256809,private,103.84466893506776,1.2914901988884144
HARBOUR VIEW TOWERS,21 TELOK BLANGAH DRIVE HARBOUR VIEW TOWERS SINGAPORE 109258,15135.135135135135,14761.834471834472,private,103.80851431684476,1.2720123885202443
75BR,75 BEACH ROAD 75BR SINGAPORE 189689,16600.790513833992,16600.790513833992,private,103.8563987009313,1.297081086415781
TREASURE PLACE,61 LORONG SARHAD TREASURE PLACE SINGAPORE 119174,13722.73841786037,13997.841451079628,private,103.78930185588784,1.2805532898161704
PARC IMPERIAL,253 PASIR PANJANG ROAD PARC IMPERIAL SINGAPORE 118618,18676.470588235294,17861.039673943138,private,103.78364224420456,1.2813501268840042
EON SHENTON,70 SHENTON WAY EON SHENTON SINGAPORE 079118,23750.0,22916.417355773265,private,103.84621372724783,1.2738609283725313
LANDED HOUSING DEVELOPMENT in PASIR PANJANG DRIVE,PASIR PANJANG DRIVE,15511.433160632241,15511.433160632241,private,103.77142792435973,1.291857039797289
76 SHENTON,76 SHENTON WAY 76 SHENTON SINGAPORE 079119,20354.23197492163,20556.27254547751,private,103.84555316079145,1.2734766334730157
THE BERTHSIDE,198 OCEAN DRIVE THE BERTHSIDE SINGAPORE 098608,18962.632459564975,18962.632459564975,private,103.84678648666134,1.2502101776486467
LUXE VILLE,338 PASIR PANJANG ROAD LUXE VILLE SINGAPORE 118669,14109.589041095891,13957.080541924957,private,103.77727777531226,1.2900392270066086
DUO RESIDENCES,1 FRASER STREET DUO RESIDENCES SINGAPORE 189350,23105.625717566014,23181.32620942186,private,103.85785953692064,1.2991629596386822
THE MAYLEA,242E PASIR PANJANG ROAD THE MAYLEA SINGAPORE 117494,15469.135802469136,15829.285142111696,private,103.78544338318173,1.280515146718145
SOUTH BEACH RESIDENCES,28 BEACH ROAD SOUTH BEACH RESIDENCES SINGAPORE 189762,36571.42857142857,37588.00764809492,private,103.85602979707723,1.2943851837522964
SARHAD VILLE,47A LORONG SARHAD SARHAD VILLE SINGAPORE 119162,10608.695652173914,10608.695652173914,private,103.78853638266283,1.2807117812986277
THE CLEMENTVALE,56 MAS KUNING TERRACE THE CLEMENTVALE SINGAPORE 126886,11766.666666666668,11826.78533341393,private,103.76330984604877,1.3069746239642595
WEST PARK REGENCY,346A PASIR PANJANG ROAD WEST PARK REGENCY SINGAPORE 117665,13553.604519774011,13553.604519774011,private,103.77652389247325,1.290061937673403
HUNDRED TREES,93 WEST COAST DRIVE HUNDRED TREES SINGAPORE 128018,15788.321167883212,15934.07658970668,private,103.75944806700241,1.314099304030472
ONE BERNAM,1 BERNAM STREET ONE BERNAM SINGAPORE 078852,27629.62962962963,27990.96512601866,private,103.84371048450582,1.2738629435052042
MENDON SPRING,198 PASIR PANJANG ROAD MENDON SPRING SINGAPORE 117526,13040.816326530612,12584.889713461143,private,103.78776708719053,1.2786684532833987
BIJOU,2 JALAN MAT JAMBOL BIJOU SINGAPORE 119554,21937.85714285714,21951.667177967513,private,103.79174217177,1.2768538638156792
WESTPEAK TERRACE,6B WEST COAST WALK WESTPEAK TERRACE SINGAPORE 127149,18222.707836317906,18193.123626924375,private,103.76171588504381,1.3096440983694908
THE AZURE,201 OCEAN DRIVE THE AZURE SINGAPORE 098584,15432.098765432098,16345.298346502517,private,103.84802505268252,1.2515038203247708
D' HILLSIDE LOFT,31 PASIR PANJANG HILL D' HILLSIDE LOFT SINGAPORE 118853,11445.272615887277,11445.272615887277,private,103.78534822620726,1.2812213986201102
BAROSSA GARDENS,249 PASIR PANJANG ROAD BAROSSA GARDENS SINGAPORE 118609,14361.702127659575,13595.94017285125,private,103.78392798398923,1.280820719579353
PARC RIVIERA,103 WEST COAST VALE PARC RIVIERA SINGAPORE 126754,16214.285714285714,16238.858810735797,private,103.75329091330205,1.3206143005349047
WEST-N,250P PASIR PANJANG ROAD WEST-N SINGAPORE 117452,13625.804505229284,13625.804505229284,private,103.78345356277704,1.2822470161931616
SPOTTISWOODE 18,18 SPOTTISWOODE PARK ROAD SPOTTISWOODE 18 SINGAPORE 088642,23611.11111111111,23253.29383311215,private,103.83755985972986,1.2755952853138524
BREEZEWAYS,28 JALAN MAT JAMBOL BREEZEWAYS SINGAPORE 119509,14445.28354382583,15765.806500054261,private,103.79216623639368,1.27894673016403
CRAIG PLACE,20 CRAIG ROAD CRAIG PLACE SINGAPORE 089692,20073.529411764706,19136.106357757013,private,103.84237137665087,1.278040790079657
THE 101,101 BEACH ROAD THE 101 SINGAPORE 189703,17187.5,17187.5,private,103.85695558851113,1.297757855910403
THE PLAZA,7500E BEACH ROAD THE PLAZA SINGAPORE 199595,12934.065934065933,13474.228100904196,private,103.86064726547968,1.2996202278464273
MURANO,351 PASIR PANJANG ROAD MURANO SINGAPORE 118693,13250.0,13320.274375573374,private,103.77555410370869,1.2893627064424649
SOUTHBANK,881 NORTH BRIDGE ROAD SOUTHBANK SINGAPORE 198784,18892.2305764411,18767.856843258134,private,103.86430845930921,1.3063118523958142
LANDED HOUSING DEVELOPMENT in WISHART ROAD,110K WISHART ROAD SINGAPORE 098738,13068.021450747954,13068.021450747954,private,103.81269992226645,1.2716387684734238
ENG HOON MANSIONS,17 ENG HOON STREET ENG HOON MANSIONS SINGAPORE 169767,13858.108108108108,14436.220311220311,private,103.83449276233691,1.2835057390847744
DOMAIN 21,23 DELTA ROAD DOMAIN 21 SINGAPORE 169814,17114.77761836442,17462.740938036775,private,103.82551253903813,1.291840342225601
WALLICH RESIDENCE,3 WALLICH STREET WALLICH RESIDENCE SINGAPORE 078882,34950.98039215687,36557.8059534599,private,103.84579015217302,1.2771173600236183
CARIBBEAN AT KEPPEL BAY,44 KEPPEL BAY DRIVE CARIBBEAN AT KEPPEL BAY SINGAPORE 098657,17948.71794871795,17610.99921216957,private,103.81460470412294,1.2673609389443514
VILLAS SIX,407 SIXTH AVENUE REGENT VILLAS SINGAPORE 276578,14568.76456876457,14568.76456876457,private,103.78439886919476,1.2816553683834895
TERESA VILLAS,118C BUKIT TERESA ROAD TERESA VILLAS SINGAPORE 099765,5879.664231582163,5879.664231582163,private,103.8249062802077,1.2762722159722557
LIANG SEAH COURT,8 LIANG SEAH STREET SINGAPORE 189029,19444.444444444445,19444.444444444445,private,103.85663269819155,1.2979827793193193
LUMIERE,2 MISTRI ROAD LUMIERE SINGAPORE 079624,19058.823529411766,18886.918694286673,private,103.84602508736296,1.2742624568683343
LANDED HOUSING DEVELOPMENT in FABER CRESCENT,8 FABER CRESCENT FABER HILLS SINGAPORE 129456,17137.09677419355,17137.09677419355,private,103.75745360708018,1.3189657678623505
THE SORRENTO,55 WEST COAST ROAD THE SORRENTO SINGAPORE 127365,16927.536231884056,16634.968369722694,private,103.76612227974272,1.2957631364318127
LANDED HOUSING DEVELOPMENT in COVE GROVE,21 COVE GROVE SINGAPORE 098216,25210.933304073136,24822.328521881365,private,103.83661392118672,1.2397856962036575
THE METROPOLITAN CONDOMINIUM,8 ALEXANDRA VIEW THE METROPOLITAN CONDOMINIUM SINGAPORE 158747,17159.090909090908,17249.40515334899,private,103.81601645093934,1.2904773421945972
LANDED HOUSING DEVELOPMENT in WESTRIDGE WALK,25 WESTRIDGE WALK WESTRIDGE SINGAPORE 117833,17373.634861523027,17373.634861523027,private,103.78999380147395,1.2777821598765549
FABER CREST,50N FABER HEIGHTS FABER CREST SINGAPORE 129207,10723.77321362686,11237.71272842237,private,103.75737161539601,1.3232459039951459
HIGHLINE RESIDENCES,1 KIM TIAN ROAD HIGHLINE RESIDENCES SINGAPORE 169280,24130.434782608696,23883.723701779443,private,103.8297566420048,1.2840138866373108
RESIDENTIAL APARTMENTS,100 OXLEY RISE HOLLYWOOD APARTMENTS SINGAPORE 238701,24850.746268656716,24465.90946916872,private,103.83070909013006,1.3097022383235435
CLIVEDEN AT GRANGE,108 GRANGE ROAD CLIVEDEN AT GRANGE SINGAPORE 249595,30681.81818181818,31921.494490358127,private,103.82586805493041,1.2997384471904987
LANDED HOUSING DEVELOPMENT in NASSIM ROAD,37 NASSIM ROAD NASSIM REGENCY SINGAPORE 258423,43110.352445024604,43110.352445024604,private,103.82193319361905,1.3111164486661946
8 HULLET,8 HULLET ROAD 8 HULLET SINGAPORE 229160,32366.362702702703,33404.196891891894,private,103.8387183224935,1.303010940456929
OLEANAS RESIDENCE,42 KIM YAM ROAD OLEANAS RESIDENCE SINGAPORE 239347,20869.565217391304,20406.356803605864,private,103.83888891575558,1.2934496158287156
LANDED HOUSING DEVELOPMENT in JALAN TEMPUA,12B JALAN TEMPUA SINGAPORE 298988,21426.992290856142,21426.992290856142,private,103.81845482436769,1.3241377577948976
LANDED HOUSING DEVELOPMENT in NAMLY VIEW,18 NAMLY VIEW SINGAPORE 267092,19716.105567764116,19716.105567764116,private,103.79827785894938,1.3242108563161956
LANDED HOUSING DEVELOPMENT in LORONG 10 GEYLANG,LORONG 10 GEYLANG,18123.66737739872,18123.66737739872,private,103.87735727216976,1.311738978410889
KING'S GARDEN,1 KING'S CLOSE KING'S GARDEN SINGAPORE 268183,22032.288698955366,23283.767741370586,private,103.8034719814838,1.3172806140040545
EDENZ SUITES,21 LORONG 28 GEYLANG EDENZ SUITES SINGAPORE 398425,15292.207792207791,14864.1030324836,private,103.88575314190497,1.3128693161471963
THE BALMORAL SPRING,3 BALMORAL CRESCENT THE BALMORAL SPRING SINGAPORE 259888,23592.105263157893,23023.86414754836,private,103.83429575057066,1.315466361842719
LANDED HOUSING DEVELOPMENT in BARKER ROAD,70 BARKER ROAD BARKER ROAD METHODIST CHURCH KINDERGARTEN SINGAPORE 309936,24540.81243807637,25304.57914240505,private,103.8340140760423,1.319224544310297
SCOTTS HIGHPARK,43 SCOTTS ROAD SCOTTS HIGHPARK SINGAPORE 228239,22196.01677148847,23232.39252606309,private,103.83672249545705,1.3123651771250782
THE LINC,9 LINCOLN ROAD THE LINC SINGAPORE 308347,21666.666666666668,20794.443563588957,private,103.84257244419709,1.3147929844484751
CUBE 8,376 THOMSON ROAD CUBE 8 SINGAPORE 298130,17879.96200379962,17942.19651642821,private,103.84141836235713,1.3283636088453028
THE ELEMENT @ STEVENS,72 STEVENS ROAD THE ELEMENT @ STEVENS SINGAPORE 257873,20000.0,20066.805319215982,private,103.82616564182771,1.318106483811847
LANDED HOUSING DEVELOPMENT in CORONATION ROAD,112A CORONATION ROAD CORONATION VILLAGE SINGAPORE 269514,20576.1316872428,22544.68169388865,private,103.80163371673154,1.3228033914778656
JERVOIS LODGE,38A JERVOIS ROAD JERVOIS LODGE SINGAPORE 249034,19984.985924304034,19154.864248615315,private,103.82324723262764,1.2941930917743194
SAINT MARTIN RESIDENCE,8 SAINT MARTIN'S DRIVE SAINT MARTIN RESIDENCE SINGAPORE 258005,16000.0,16000.0,private,103.82402020204914,1.3063778552211356
J C DRAYCOTT,34 DRAYCOTT DRIVE J C DRAYCOTT SINGAPORE 259426,22984.09168662333,22867.045843311666,private,103.83097892910148,1.3098753886264543
DEVONSHIRE RESIDENCES,55 DEVONSHIRE ROAD DEVONSHIRE RESIDENCES SINGAPORE 239855,23478.260869565216,22837.078992944935,private,103.83735195933573,1.2988464720194564
KING'S LODGE,25 CORONATION ROAD KING'S LODGE SINGAPORE 269435,20973.513680753975,20973.513680753975,private,103.8093045277227,1.3220295644314404
THE CALLISTA,22 MAR THOMA ROAD THE CALLISTA SINGAPORE 328702,12716.681376875553,12564.897839290086,private,103.86282558479651,1.327515191779768
PULLMAN RESIDENCES NEWTON,9 NEWTON ROAD TRILIGHT SINGAPORE 307997,32490.74074074074,32444.252718966713,private,103.83901084568349,1.314672629550576
BALMORAL 8,8 BALMORAL ROAD BALMORAL 8 SINGAPORE 259792,21779.16542769353,21903.768003232766,private,103.8322068622233,1.3145169274318387
